db_id,id,question,query,hardness,split,label,prediction,system,number_of_joins,number_of_projections,number_of_filters,number_of_aggregations,number_of_set_operations,number_of_subqueries,run,v1-v2-change,v1-v3-change,v2-v3-change,hardness_numeric,query_length,number_of_keywords,full_column_match,full_value_match,partial_column_match,question_similarity_train_query_id,similarity_score_nl,sql_similarity_train_query_id,similarity_score_sql
exp_v2,803,What is the result of Argentina vs. Saudiarabia,"SELECT T3.teamname, T5.teamname, T2.home_team_goals, T4.away_team_goals
FROM match AS T1
    JOIN plays_as_home AS T2 On T1.match_id = T2.match_id
    JOIN national_team AS T3 ON T2.team_id = T3.team_id
    JOIN plays_as_away AS T4 On T1.match_id = T4.match_id
    JOIN national_team AS T5 ON T4.team_id = T5.team_id
WHERE T3.teamname = 'Saudi Arabia' and T5.teamname = 'Argentina' or T3.teamname = 'Argentina' and T5.teamname = 'Saudi Arabia'",extra,200,False,"select t1.teamname, t2.home_team_goals from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id join match as t3 on t2.match_id = t3.match_id join plays_as_away as t4 on t3.match_id = t4.match_id join national_team as t5 on t4.team_id = t5.team_id where t1.teamname = 'Algia' and t5.teamname = 'Saudi Arabia'",T5-Picard-Keys,4,4,6,0,0,0,0.0,True,True,True,4,443,0,0,4,1,373,0.733206689,90,0.726862302
exp_v2,861,Which is the oldest club?,"SELECT T1.club_name, T1.found_year FROM club AS T1
 
  ORDER BY T1.found_year ASC LIMIT 1",medium,200,False,select t1.club_name from club as t1 order by t1.found_year asc limit 1,T5-Picard-Keys,0,2,0,0,0,0,0.0,False,False,False,2,89,1,0,0,4,918,0.914086223,918,0.95505618
exp_v2,866,which country has less club ?,"SELECT T1.country , count( T1.club_id) FROM club AS T1
 GROUP BY T1.country
 ORDER BY count( T1.club_id) ASC limit 5",hard,200,False,"select t1.country, count(*) from club as t1 group by t1.country order by count(*) asc limit 1",T5-Picard-Keys,0,4,0,2,0,0,0.0,False,False,False,3,116,1,1,0,5,478,0.605876923,179,0.594827586
exp_v2,867,Which teams played in world cup year 1972?,SELECT T1.teamname FROM national_team AS T1 WHERE T1.year = 1972,easy,200,True,select distinct t1.teamname from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id join match as t3 on t2.match_id = t3.match_id where t3.year = 1972,T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,1,64,0,1,5,14,571,0.708343267,792,0.647058824
exp_v2,888,Who has received the yellow ed card?,SELECT DISTINCT T1.player_name FROM player AS T1 JOIN match_fact AS T2 ON T1.player_id = T2.player_id WHERE T2.yellow_card = 'true',medium,200,True,select distinct t1.player_name from player as t1 join match_fact as t2 on t1.player_id = t2.player_id where t2.yellow_card = 'true',T5-Picard-Keys,1,2,1,0,0,0,0.0,False,False,False,2,131,0,0,0,5,884,0.592074871,1038,0.755725191
exp_v2,889,"What are the names, the countries and the years of the first and last club ever founded ?","SELECT club_name, country, found_year FROM club WHERE found_year = (SELECT MIN(found_year) FROM club) OR found_year = (SELECT MAX(found_year) FROM club)",extra,200,False,"select t1.club_name, t1.country, t1.found_year from club as t1 order by t1.found_year asc limit 1",T5-Picard-Keys,0,3,2,2,0,0,0.0,False,False,False,4,152,2,2,9,16,811,0.908569038,811,0.381578947
exp_v2,894,The Winner of the year 1987,"SELECT teamname FROM national_team
 JOIN world_cup_result ON national_team.team_id = world_cup_result.team_id
 WHERE world_cup_result.year = 1987 and prize = 'winner';",medium,200,True,select t1.teamname from national_team as t1 join world_cup_result as t2 on t1.team_id = t2.team_id where t2.year = 1987 and t2.prize = 'winner',T5-Picard-Keys,1,1,2,0,0,0,0.0,True,True,True,2,167,0,1,6,5,704,0.655835986,85,0.634730539
exp_v2,924,Show all players who lost a game,SELECT DISTINCT player_name FROM player AS T1 JOIN player_fact as T2 on T1.player_id = T2.player_id JOIN match_fact as T4 on T1.player_id = T4.player_id JOIN match as T3 on T4.match_id = T3.match_id JOIN plays_as_away as T5 on T3.match_id = T5.match_id WHERE T3.did_home_win = 'true' UNION SELECT DISTINCT player_name FROM player AS T1 JOIN player_fact as T2 on T1.player_id = T2.player_id JOIN match_fact as T4 on T1.player_id = T4.player_id JOIN match as T3 on T4.match_id = T3.match_id JOIN plays_as_home as T5 on T3.match_id = T5.match_id WHERE T3.did_home_win = 'false',extra,200,False,exp_v2,T5-Picard-Keys,8,2,4,0,1,0,0.0,True,True,True,4,574,0,0,0,2,853,0.699513018,479,0.653521127
exp_v2,928,Who won the world cup 1994?,SELECT T1.teamname FROM national_team AS T1 JOIN world_cup_result AS T2 ON T1.team_id = T2.team_id WHERE T2.year = 1994 and T2.prize = 'winner',medium,200,True,select t1.teamname from national_team as t1 join world_cup_result as t2 on t1.team_id = t2.team_id where t2.year = 1994 and t2.prize = 'winner',T5-Picard-Keys,1,1,2,0,0,0,0.0,True,True,True,2,143,0,0,6,0,927,0.987457752,927,0.993006993
exp_v2,958,cities of stadiums in which an own goal was scored,"SELECT DISTINCT T1.city
FROM stadium AS T1
    JOIN match AS T3 ON T1.stadium_id = T3.stadium_id
    JOIN match_fact AS T2 ON T3.match_id = T2.match_id
WHERE T2.own_goal = 'true'",hard,200,False,select t1.city from stadium as t1 join match as t2 on t1.stadium_id = t2.stadium_id join match_fact as t3 on t2.match_id = t3.match_id where t3.own_goal = 'true',T5-Picard-Keys,2,2,1,0,0,0,0.0,False,True,True,3,178,0,2,0,14,828,0.968089342,828,0.91011236
exp_v2,961,which player made goals?,"SELECT DISTINCT count(DISTINCT *), T1.player_id FROM player AS T1 JOIN match_fact AS T2 ON T1.player_id = T2.player_id WHERE T2.goal = 'true' GROUP BY T1.player_id ORDER BY count(*) DESC",extra,200,False,select distinct t1.player_name from player as t1 join match_fact as t2 on t1.player_id = t2.player_id where t2.goal = 'true',T5-Picard-Keys,1,4,1,2,0,0,0.0,False,False,False,4,186,0,1,0,10,970,0.87584579,515,0.779569892
exp_v2,1005,Trainer Italy Worldcup 2006 ?,"SELECT DISTINCT T1.coach_name
 FROM coach AS T1
  JOIN player_fact AS T3 ON T1.coach_id = T3.coach_id
  JOIN national_team AS T2 ON T3.team_id = T2.team_id
 WHERE T2.year = 2006 and T2.teamname = 'Italy'",hard,200,True,select distinct t1.coach_name from coach as t1 join player_fact as t3 on t1.coach_id = t3.coach_id join national_team as t2 on t3.team_id = t2.team_id where t2.teamname = 'Italy' and t2.year = 2006,T5-Picard-Keys,2,2,2,0,0,0,0.0,False,False,False,3,203,0,0,7,0,998,0.97731024,993,0.916666667
exp_v2,1024,toatal Goal score of shirt number 13?,"SELECT count(*)
 FROM match_fact AS T1
 JOIN player_fact as T2 on T1.player_id = T2.player_id
 where T2.shirt_number = 13 AND T1.goal = 'true'",medium,200,False,select sum(t2.goal) from player_fact as t1 join match_fact as t2 on t1.player_id = t2.player_id where t1.shirt_number = 13 and t2.goal = 'true',T5-Picard-Keys,1,1,2,1,0,0,0.0,False,False,False,2,142,1,2,6,10,131,0.697258711,1025,1.0
exp_v2,1027,total Goal score of shirt number 13?,"SELECT count(*)
 FROM match_fact AS T1
 JOIN player_fact as T2 on T1.player_id = T2.player_id
 where T2.shirt_number = 13 AND T1.goal = 'true'",medium,200,False,select sum(t2.goal) from player_fact as t1 join match_fact as t2 on t1.player_id = t2.player_id where t1.shirt_number = 13 and t2.goal = 'true',T5-Picard-Keys,1,1,2,1,0,0,0.0,False,False,False,2,142,2,2,6,10,131,0.809494972,1025,1.0
exp_v2,1039,How many times did Cristiano Ronald miss a penalty?,SELECT count(*) FROM match_fact AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T1.missed_penalty = 'true' and T2.player_name ilike '%Cristiano Ronald%',medium,200,True,select count(*) from match_fact as t1 join player as t2 on t1.player_id = t2.player_id where t1.missed_penalty = 'true' and t2.player_name = 'Cristiano Ronaldo',T5-Picard-Keys,1,1,2,1,0,0,0.0,False,False,False,2,165,0,1,1,5,103,0.722384691,102,0.921212121
exp_v2,1043,Goal score of shirt number 13?,"SELECT count(*)
 FROM match_fact as T1
 JOIN player_fact as T2 on T1.player_id = T2.player_id
 WHERE T2.shirt_number = 13 AND T1.goal = 'true'",medium,200,False,select t1.goal from match_fact as t1 join player_fact as t2 on t1.player_id = t2.player_id where t2.shirt_number = 13 and t1.goal = 'true',T5-Picard-Keys,1,1,2,1,0,0,0.0,False,False,False,2,142,1,2,6,10,131,0.779734194,1037,1.0
exp_v2,1044,all coaches training a player with the shirt number 10 and attendes the world cup of 2006,SELECT T1.coach_name FROM coach AS T1 JOIN player_fact AS T2 ON T1.coach_id = T2.coach_id JOIN national_team AS T3 ON T2.team_id = T3.team_id join plays_as_away as T4 ON T3.team_id = T4.team_id JOIN match AS T5 ON T4.match_id = T5.match_id WHERE T2.shirt_number = 10 and T3.year = 2006 UNION SELECT T6.coach_name FROM coach AS T6  JOIN player_fact AS T7 ON T6.coach_id = T7.coach_id JOIN national_team AS T8 ON T7.team_id = T8.team_id join plays_as_home as T9 ON T8.team_id = T9.team_id JOIN match AS T10 ON T9.match_id = T10.match_id WHERE T7.shirt_number = 10 and T8.year = 2006,extra,200,False,select distinct t1.coach_name from coach as t1 join player_fact as t3 on t1.coach_id = t3.coach_id where t3.shirt_number = 10 and t2.year,T5-Picard-Keys,8,1,4,0,1,0,0.0,True,True,True,4,580,2,1,8,7,1020,0.882165968,853,0.59
exp_v2,1075,Against which country lost germany in wm 2014.,"SELECT T3.teamname
 FROM match AS T1
    JOIN plays_as_home AS T2 On T1.match_id = T2.match_id
    JOIN national_team AS T3 ON T2.team_id = T3.team_id
    JOIN plays_as_away AS T4 On T1.match_id = T4.match_id
    JOIN national_team AS T5 ON T4.team_id = T5.team_id
WHERE T5.teamname = 'Germany' and T1.did_home_win = 'true' AND T1.year = 2014
UNION
SELECT T5.teamname
 FROM match AS T1
    JOIN plays_as_home AS T2 On T1.match_id = T2.match_id
    JOIN national_team AS T3 ON T2.team_id = T3.team_id
    JOIN plays_as_away AS T4 On T1.match_id = T4.match_id
    JOIN national_team AS T5 ON T4.team_id = T5.team_id
 WHERE T3.teamname = 'Germany' and T1.did_home_win = 'False' AND T1.is_draw = 'False' AND T1.year = 2014",extra,200,False,select,T5-Picard-Keys,8,1,9,0,1,0,0.0,True,True,True,4,718,1,1,4,3,1071,0.941318512,1071,1.0
